Kirin,4.0
Kirin,3.5
CJ, 10
CJ, 9.5
CJ, 8
CJ, 7.2
CJ, 8.4
CJ, 6
CJ, 7
CJ, 9
 CJ, 1
Kirin,3.5
Kirin,3.0
Kirin,2.3499999999999996
CJ,2.75
Kirin,4.75
Kirin,3.00
